,ACID,No. A/C,TYPE A/C,ALT,MAJOR CITY,COLOR,Injury Reported,CITY,STATE,hr_adj,date_time,day_of_week,holidays
16508,SWA457,1,B737,8000,PHX,White,NO,Phoenix,Arizona,4,14-09-29 4:16,Monday,FALSE
16509,N107CE,1,H25B,2000,BNA,Green,NO,Nashville,Tennessee,4,14-09-29 4:22,Monday,FALSE
16510,AAL1632,1,A319,5000,HSV,Green,NO,Huntsville,Alabama,4,14-09-29 4:36,Monday,FALSE
16511,ASQ6037,1,E45X,29000,TCS,Green,NO,Truth or Consequences,New Mexico,5,14-09-29 5:27,Monday,FALSE
16512,SKW706U,1,CRJ2,8000,O63,Green,NO,Exeter,California,5,14-09-29 5:29,Monday,FALSE
16513,AMF6908,1,B190,2200,SJU,Green,NO,San Juan,Puerto Rico,23,14-09-29 23:52,Monday,FALSE
16514,JNH501,1,SH36,1000,SJU,Green,NO,San Juan,Puerto Rico,1,14-09-30 1:10,Tuesday,FALSE
16515,FIT4767,1,PA28,5500,LAL,Green,NO,Lakeland,Florida,2,14-09-30 2:31,Tuesday,FALSE
16516,N652FC,1,EA50,3000,DVT,Green,NO,Phoenix,Arizona,2,14-09-30 2:37,Tuesday,FALSE
16517,AAL87,1,B737,1000,RNO,Green,NO,Reno,Nevada,7,14-09-30 7:13,Tuesday,FALSE
16518,MRA695,1,C208,5000,BNL,White,NO,Barnwell,South Carolina,0,14-10-01 0:25,Wednesday,FALSE
16519,AWE2194,1,E190,6500,JFK,Green,NO,New York,New York,1,14-10-01 1:05,Wednesday,FALSE
16520,FDX984,1,MD11,6000,FLL,Green,NO,Fort Lauderdale,Florida,2,14-10-01 2:10,Wednesday,FALSE
16521,N911TS,1,HXB,1600,VIS,Green,NO,Visalia,California,3,14-10-01 3:00,Wednesday,FALSE
16522,UAL1191,1,B738,7000,SLI,Green,NO,Los Alamitos,California,3,14-10-01 3:10,Wednesday,FALSE
16523,UPS1063,1,B763,12000,SDF,Green,NO,Louisville,Kentucky,3,14-10-01 3:23,Wednesday,FALSE
16524,FDX1201,1,MD11,500,MEM,Green,NO,Memphis,Tennessee,3,14-10-01 3:32,Wednesday,FALSE
16525,SKW2610,1,CRJ2,14000,VIS,Green,NO,Visalia,California,3,14-10-01 3:40,Wednesday,FALSE
16526,SKW525L,1,E120,14000,VIS,Green,NO,Visalia,California,3,14-10-01 3:45,Wednesday,FALSE
16527,FDX1262,1,MD11,14000,UJM,Green,NO,Helena/West Helena,Arkansas,5,14-10-01 5:20,Wednesday,FALSE
16528,SQH12,1,C208,3000,PDX,Green,NO,Portland,Oregon,6,14-10-01 6:23,Wednesday,FALSE
16529,AWI3782,1,CRJ2,FL340,PHL,Green,NO,Philadelphia,Pennsylvania,23,14-10-01 23:20,Wednesday,FALSE
16530,PDT4261,1,DH8A,7000,ORF,Green,NO,Norfolk,Virginia,23,14-10-01 23:42,Wednesday,FALSE
16531,MRC35,1,B350,FL240,MEM,Green,NO,Memphis,Tennessee,0,14-10-02 0:30,Thursday,FALSE
16532,UAL690,1,A320,7000,ORD,Green,NO,Chicago,Illinois,1,14-10-02 1:23,Thursday,FALSE
16533,SKW5392,1,E120,10000,BZA,Green,NO,Yuma,Arizona,2,14-10-02 2:01,Thursday,FALSE
16534,FLG2893,1,CRJ9,5000,CVG,Green,NO,Covington,Kentucky,2,14-10-02 2:40,Thursday,FALSE
16535,N9498B,1,C175,5500,MYV,Green,NO,Marysville,California,3,14-10-02 3:19,Thursday,FALSE
16536,AWE1820,1,A320,1500,RSW,Green,NO,Fort Myers,Florida,3,14-10-02 3:46,Thursday,FALSE
16537,AIRLIF1,1,B06,2300,SAT,Green,NO,San Antonio,Texas,4,14-10-02 4:52,Thursday,FALSE
16538,PD6,1,B06,1000,TPA,Red,NO,Tampa,Florida,4,14-10-02 4:56,Thursday,FALSE
16539,MUL1774,1,C208,4000,OGG,Green,NO,Kahului,Hawaii,5,14-10-02 5:58,Thursday,FALSE
16540,FDX5084,1,MD11,10000,SJC,Green,NO,San Jose,California,8,14-10-02 8:10,Thursday,FALSE
16541,UAL1719,1,B738,8000,SJC,Green,NO,San Jose ,California,9,14-10-02 9:08,Thursday,FALSE
16542,N309MM,1,C172,1000,FXE,Green,NO,Fort Lauderdale,Florida,22,14-10-02 22:43,Thursday,FALSE
16543,HUSKY50,1,C130,2000,ACY,Green,NO,Atlantic City,New Jersey,23,14-10-02 23:31,Thursday,FALSE
16544,UAL462,1,A320,1200,IAD,Blue,NO,Washington,District of Columbia,23,14-10-02 23:55,Thursday,FALSE
16545,MPE9752,1,B737,3000,EWR,Green,NO,Newark,New Jersey,23,14-10-02 23:58,Thursday,FALSE
16546,R90103,1,C560,3000,ATL,Green,NO,Atlanta,Georgia,0,14-10-03 0:49,Friday,FALSE
16547,AIRMED5,1,HELO,800,EFD,Green,NO,Houston,Texas,1,14-10-03 1:00,Friday,FALSE
16548,DAL1129,1,B712,3000,GRB,Green,NO,Green Bay,Wisconsin,2,14-10-03 2:03,Friday,FALSE
16549,SWA764,1,B733,13000,SAN,Green,NO,San Diego,California,2,14-10-03 2:54,Friday,FALSE
16550,VV6E217,1,TEX2,22000,ACT,Green,NO,Waco,Texas,3,14-10-03 3:34,Friday,FALSE
16551,FDX1209,1,MD11,9000,M41,Green,NO,Holly Springs,Mississippi,3,14-10-03 3:39,Friday,FALSE
16552,AIRMED3,1,B06,200,LFT,Green,NO,Lafayette,Louisiana,3,14-10-03 3:41,Friday,FALSE
16553,SKW6342,1,E120,4000,LAX,Green,NO,Los Angeles,California,3,14-10-03 3:55,Friday,FALSE
16554,AMF1935,1,SW4,10000,OKB,Green,NO,Oceanside,California,3,14-10-03 3:57,Friday,FALSE
16555,AWE651,1,A321,10000,PHX,Green,NO,Phoenix,Arizona,4,14-10-03 4:01,Friday,FALSE
16556,FJS437,1,GLF3,8000,FLL,Blue,NO,Fort Lauderdale,Florida,4,14-10-03 4:29,Friday,FALSE
16557,UAL1107,1,B753,13000,ONT,Green,NO,Ontario ,California,4,14-10-03 4:31,Friday,FALSE
16558,N888SK,1,PC12,23000,TTE,Green,NO,Porterville,California,4,14-10-03 4:43,Friday,FALSE
16559,DAL1837,1,MD88,6000,AUS,Green,NO,Austin,Texas,6,14-10-03 6:35,Friday,FALSE
16560,SWA789,1,B737,10000,BHM,Green,NO,Birmingham,Alabama,23,14-10-03 23:53,Friday,FALSE
16561,N72664,1,C172,2400,DNN,Green,NO,Dalton,Georgia,23,14-10-03 23:55,Friday,FALSE
16562,UAL1125,1,B738,2000,IAD,Green,NO,Washington,District of Columbia,1,14-10-04 1:07,Saturday,FALSE
16563,ASH548A,1,CRJ9,2500,IAD,Green,NO,Washington,District of Columbia,1,14-10-04 1:08,Saturday,FALSE
16564,DAL3,1,B763,1500,JFK,Green,NO,New York,New York,1,14-10-04 1:12,Saturday,FALSE
16565,N721SD,1,BL8,5500,TYS,Green,NO,Knoxville,Tennessee,1,14-10-04 1:14,Saturday,FALSE
16566,ASQ2552,1,CRJ2,5000,BPT,Green,NO,Beaumont/Port Arthur,Texas,1,14-10-04 1:16,Saturday,FALSE
16567,DAL1554,1,B737,35000,MEM,Green,NO,Memphis,Tennessee,1,14-10-04 1:41,Saturday,FALSE
16568,JBU97,1,A320,2500,JFK,Green,NO,New York,New York,1,14-10-04 1:55,Saturday,FALSE
16569,WILLY1,1,C172,5500,PMD,Green,NO,Palmdale,California,2,14-10-04 2:51,Saturday,FALSE
16570,SWA1450,1,B737,10000,PHX,Green,NO,Phoenix,Arizona,3,14-10-04 3:50,Saturday,FALSE
16571,N1828S,1,F900,2500,DAL,Green,NO,Dallas ,Texas,3,14-10-04 3:50,Saturday,FALSE
16572,UAL1582,1,B738,11000,LEE,Green,NO,Leesburg,Florida,3,14-10-04 3:51,Saturday,FALSE
16573,SWA4724,1,B733,11000,CCR,Green,NO,Concord,California,4,14-10-04 4:00,Saturday,FALSE
16574,SKW2637,1,CRJ2,4000,MKE,Green,NO,Milwaukee,Wisconsin,4,14-10-04 4:15,Saturday,FALSE
16575,SWA235,1,B737,13000,CID,Green,NO,Cedar Rapids,Iowa,4,14-10-04 4:38,Saturday,FALSE
16576,AAY1072,1,B752,5000,SMO,Green,NO,Santa Monica,California,5,14-10-04 5:30,Saturday,FALSE
16577,DAL2208,1,B763,5000,SAN,Green,NO,San Diego,California,5,14-10-04 5:50,Saturday,FALSE
16578,JBU1579,1,A320,3000,FLL,Green,NO,Fort Lauderdale,Florida,1,14-10-05 1:39,Sunday,FALSE
16579,SWA4455,1,B737,11000,MYV,Green,NO,Marysville,California,2,14-10-05 2:51,Sunday,FALSE
16580,ASA820,1,B737,12000,MYV,Green,NO,Marysville,California,3,14-10-05 3:12,Sunday,FALSE
16581,CAHP32,1,EC35,1200,CCR,Green,NO,Concord,California,5,14-10-05 5:16,Sunday,FALSE
16582,AWE528,1,A319,7400,RNO,Green,NO,Reno,Nevada,5,14-10-05 5:36,Sunday,FALSE
16583,N444EA,1,C550,15000,MKC,Green,NO,Milwaukee,Wisconsin,1,14-10-06 1:03,Monday,FALSE
16584,ASQ5130,1,CRJ9,10000,LZU,Green,NO,Lawrenceville,Georgia,2,14-10-06 2:05,Monday,FALSE
16585,N389ER,1,C172,2500,DAB,Green,NO,Daytona Beach,Florida,2,14-10-06 2:07,Monday,FALSE
16586,CONN404,1,SR22,4500,OCF,Green,NO,Ocala,Florida,2,14-10-06 2:18,Monday,FALSE
16587,RPN305,1,MD83,7000,MZB,Green,NO,San Diego,California,3,14-10-06 3:07,Monday,FALSE
16588,N840JW,1,AC90,2500,TNV,Green,NO,Navasota,Texas,3,14-10-06 3:12,Monday,FALSE
16589,ASA306,1,B737,17000,PSP,Green,NO,Palm Springs,California,4,14-10-06 4:12,Monday,FALSE
16590,DAL2363,1,B752,4000,MCI,Green,NO,Kansas City,Missouri,4,14-10-06 4:50,Monday,FALSE
16591,ASA636,1,B737,FL350,SEA,Blue,NO,Seattle,Washington,4,14-10-06 4:51,Monday,FALSE
16592,WJA1401,1,B737,9500,LAS,Green,NO,Las Vegas,Nevada,5,14-10-06 5:07,Monday,FALSE
16593,N452HP,1,HELO,3000,MCI,Green,NO,Kansas City,Missouri,6,14-10-06 6:13,Monday,FALSE
16594,NN33MS,1,PAY2,2500,ACV,Green,NO,Arcata/Eureka,California,7,14-10-06 7:45,Monday,FALSE
16595,DAL8843,1,A319,8000,PDX,Green,NO,Portland,Oregon,8,14-10-06 8:04,Monday,FALSE
16596,AMF6904,1,BE99,1000,TJSJ,Green,NO,San Juan,Puerto Rico,23,14-10-06 23:10,Monday,FALSE
16597,UPS328,1,A306,1100,TJSJ,Green,NO,San Juan,Puerto Rico,23,14-10-06 23:18,Monday,FALSE
16598,CTL309,1,AC50,3000,MKC,Green,NO,Milwaukee,Wisconsin,23,14-10-06 23:30,Monday,FALSE
16599,C6045,1,H60,1800,CLW,Green,NO,Clearwater,Florida,0,14-10-07 0:08,Tuesday,FALSE
16600,G80075,1,H47,4000,AGO,Green,NO,Magnolia,Arkansas,0,14-10-07 0:39,Tuesday,FALSE
16601,DAL1587,1,MD90,5000,MCI,Green,NO,Kansas City,Missouri,1,14-10-07 1:33,Tuesday,FALSE
16602,SWA2955,1,B738,5000,MCI,Green,NO,Kansas City,Missouri,1,14-10-07 1:35,Tuesday,FALSE
16603,AAL1203,1,MD83,10000,ABQ,Green,NO,Albuquerque,New Mexico,1,14-10-07 1:46,Tuesday,FALSE
16604,SWA2152,1,B737,4000,OMA,Green,NO,Omaha,Nebraska,2,14-10-07 2:04,Tuesday,FALSE
16605,DAL1596,1,B739,10000,CMK,Green,NO,Carmel,New York,2,14-10-07 2:40,Tuesday,FALSE
16606,ENY2975,1,E145,9500,HSV,Green,NO,Huntsville,Alabama,3,14-10-07 3:42,Tuesday,FALSE
16607,CPZ5789,1,E170,7000,MZB,Green,NO,San Diego,California,4,14-10-07 4:24,Tuesday,FALSE
16608,N734KU,1,C172,6000,CVO,Green,NO,Corvallis,Oregon,4,14-10-07 4:53,Tuesday,FALSE
16609,UPS1339,1,B752,9000,HSV,Green,NO,Huntsville,Alabama,4,14-10-07 4:55,Tuesday,FALSE
16610,FDX1648,1,DC10,5000,VHP,Green,NO,Indianapolis,Indiana,6,14-10-07 6:39,Tuesday,FALSE
16611,QXE461,1,DH8D,FL230,W52,Green,NO,Battle Ground,Washington,6,14-10-07 6:41,Tuesday,FALSE
16612,N29QS,1,F2TH,3000,OGG,Green,NO,Kahului,Hawaii,7,14-10-07 7:59,Tuesday,FALSE
16613,DAL1226,1,MD88,8000,DTW,White,NO,Detroit,Michigan,1,14-10-08 1:11,Wednesday,FALSE
16614,LIFETEAM48,1,B206,2000,5C1,Green,NO,San Antonio,Texas,1,14-10-08 1:58,Wednesday,FALSE
16615,LYM3418,1,SW4,16000,DEN,Green,NO,Denver,Colorado,2,14-10-08 2:13,Wednesday,FALSE
16616,N765A,1,ASTR,3200,LAS,Green,NO,Las Vegas,Nevada,2,14-10-08 2:43,Wednesday,FALSE
16617,LFEFLT48,1,A109,6000,SLC,Green,NO,Salt Lake City,Utah,3,14-10-08 3:10,Wednesday,FALSE
16618,FFT447,1,A319,6000,IDA,Green,NO,Idaho Falls,Idaho,4,14-10-08 4:30,Wednesday,FALSE
16619,AAL293,1,A321,6000,LAX,Green,NO,Los Angeles,California,5,14-10-08 5:50,Wednesday,FALSE
16620,CPZ5771,1,E170,5000,MZB,Green,NO,San Diego,California,5,14-10-08 5:59,Wednesday,FALSE
16621,CPA081,1,B748,8000,ANC,Green/Blue,NO,Anchorage,Alaska,6,14-10-08 6:59,Wednesday,FALSE
16622,N67DD,1,C172,9000,FZG,Green,NO,Fitzgerald,Georgia,0,14-10-09 0:35,Thursday,FALSE
16623,UAL1579,1,B738,15000,ORD,Green,NO,Chicago,Illinois,0,14-10-09 0:57,Thursday,FALSE
16624,C6522,1,H60,800,ACY,Green,NO,Atlantic City,New Jersey,0,14-10-09 0:57,Thursday,FALSE
16625,N677FR,1,GLF4,2200,PDK,Green,NO,Atlanta,Georgia,1,14-10-09 1:30,Thursday,FALSE
16626,UAL174,1,B738,11000,GYY,Green,NO,Gary,Indiana,1,14-10-09 1:50,Thursday,FALSE
16627,UPS503,1,A320,10000,CID,Green,NO,Cedar Rapids,Iowa,2,14-10-09 2:32,Thursday,FALSE
16628,AMF735,1,B190,4300,ONT,Green,NO,Ontario ,California,2,14-10-09 2:38,Thursday,FALSE
16629,N1204D,1,CH20,2000,NIP,Green,NO,Jacksonville,Florida,3,14-10-09 3:00,Thursday,FALSE
16630,UPS1339,1,B752,8000,HSV,Green,NO,Huntsville,Alabama,3,14-10-09 3:38,Thursday,FALSE
16631,SKQ33,1,PC12,5000,CLT,Green,NO,Charlotte,North Carolina,23,14-10-09 23:40,Thursday,FALSE
16632,SWA597,1,B737,4000,LGA,Green,NO,New York,New York,0,14-10-10 0:20,Friday,FALSE
16633,EJA657,1,C56X,3000,BDL,White,NO,Windsor Locks,Connecticut,0,14-10-10 0:34,Friday,FALSE
16634,IMG107,1,SR22,8000,AGS,Green,NO,Augusta,Georgia,0,14-10-10 0:40,Friday,FALSE
16635,SWA56,1,B737,1600,HOU,Green,NO,Houston,Texas,0,14-10-10 0:40,Friday,FALSE
16636,JBU1197,1,A320,1000,FLL,Blue,NO,Fort Lauderdale,Florida,1,14-10-10 1:00,Friday,FALSE
16637,UAL1028,1,B737,3000,ORD,Green,NO,Chicago,Illinois,1,14-10-10 1:05,Friday,FALSE
16638,POLICE1,1,HELO,1600,SAT,Green,NO,San Antonio,Texas,1,14-10-10 1:21,Friday,FALSE
16639,VV18,1,F18,1000,NTU,Green,NO,Virginia Beach,Virginia,1,14-10-10 1:22,Friday,FALSE
16640,SWA2153,1,B737,3000,HOU,Green,NO,Houston,Texas,1,14-10-10 1:24,Friday,FALSE
16641,LIMO28,1,UNKN,5500,BOS,White,NO,Boston,Massachusetts,1,14-10-10 1:29,Friday,FALSE
16642,STAT04,1,HELO,2200,AGC,Green,NO,Pittsburgh,Pennsylvania,1,14-10-10 1:37,Friday,FALSE
16643,LMK878,1,H25B,3000,AGS,Green,NO,Augusta,Georgia,1,14-10-10 1:44,Friday,FALSE
16644,N62770,1,C172,6000,FHB,Green,NO,Fernandina Beach,Florida,2,14-10-10 2:52,Friday,FALSE
16645,FOX1,1,HELO,800,BWI,Green,NO,Baltimore,Maryland,3,14-10-10 3:01,Friday,FALSE
16646,URF65,1,PC12,4000,SJC,Green,NO,San Jose,California,5,14-10-10 5:10,Friday,FALSE
16647,JBU1384,1,E190,11000,PVD,White,NO,Providence ,Rhode Island,1,14-10-11 1:18,Saturday,FALSE
16648,N26264,1,C182,7000,APA,Green,NO,Denver,Colorado,1,14-10-11 1:35,Saturday,FALSE
16649,AAL1164,1,B738,1100,LGA,Green,NO,New York,New York,1,14-10-11 1:48,Saturday,FALSE
16650,N555GS,1,F2TH,10000,DIJ,Green,NO,Driggs,Idaho,1,14-10-11 1:50,Saturday,FALSE
16651,SWA1461,1,B737,14000,ROC,Green,NO,Rochester,New York,1,14-10-11 1:56,Saturday,FALSE
16652,RPA5896,1,E170,8000,BUF,Green,NO,Buffalo,New York,2,14-10-11 2:23,Saturday,FALSE
16653,N477SA,1,GLF4,2000,SAT,Green,NO,San Antonio,Texas,2,14-10-11 2:32,Saturday,FALSE
16654,PDAIR1,1,EC35,1000,AUS,Green,NO,Austin,Texas,2,14-10-11 2:50,Saturday,FALSE
16655,N703BM,1,TBM7,3000,MKC,Green,NO,Kansas City,Missouri,3,14-10-11 3:15,Saturday,FALSE
16656,N12386,1,C172,500,FCH,Green,NO,Fresno,California,4,14-10-11 4:30,Saturday,FALSE
16657,ASH5558,1,CRJ9,8500,RNO,Green,NO,Reno,Nevada,5,14-10-11 5:40,Saturday,FALSE
16658,CNS181,1,PC12,16000,OXD,Green,NO,Oxford,Ohio,23,14-10-11 23:32,Saturday,FALSE
16659,AWE507,1,A320,6000,BOS,Green,NO,Boston,Massachusetts,0,14-10-12 0:37,Sunday,FALSE
16660,DAL1325,1,B752,10000,MSY,Blue,NO,New Orleans,Louisiana,0,14-10-12 0:56,Sunday,FALSE
16661,BKJK2,1,H60,UNKN,ADW,Green,NO,Camp Springs,Maryland,0,14-10-12 0:58,Sunday,FALSE
16662,N82161,1,E55P,5000,PBI,Green,NO,West Palm Beach,Florida,1,14-10-12 1:13,Sunday,FALSE
16663,DAL2256,1,B738,4000,AUS,Green,NO,Austin,Texas,2,14-10-12 2:33,Sunday,FALSE
16664,SKW6402,1,CRJ2,4000,SFO,Green,NO,San Francisco,California,3,14-10-12 3:18,Sunday,FALSE
16665,BLKJK1,1,HELO,1000,DCA,Green,NO,Washington,District of Columbia,23,14-10-12 23:26,Sunday,FALSE
16666,SWA3208,1,B737,13000,VHP,Green,NO,Indianapolis,Indiana,0,14-10-13 0:16,Monday,TRUE
16667,N1685S,1,BE9L,12500,DRO,Green,NO,Durango,Colorado,1,14-10-13 1:54,Monday,TRUE
16668,UAL1064,1,B738,2600,LAX,Green,NO,Los Angeles,California,2,14-10-13 2:04,Monday,TRUE
16669,IDAHO5,1,C208,5500,MFE,Green,NO,McAllen,Texas,2,14-10-13 2:54,Monday,TRUE
16670,N88N,1,BE36,8500,BJC,UNKN,NO,Denver,Colorado,3,14-10-13 3:06,Monday,TRUE
16671,N6983G,1,C150,1200,DLS,Green,NO,The Dalles,Oregon,3,14-10-13 3:27,Monday,TRUE
16672,AAL2306,1,MD83,5000,GKY,Green,NO,Arlington,Texas,3,14-10-13 3:28,Monday,TRUE
16673,ASA567,1,B734,7000,PDX,Green,NO,Portland,Oregon,5,14-10-13 5:48,Monday,TRUE
16674,SWA730,1,B733,5800,DTW,Green,NO,Detroit,Michigan,23,14-10-13 23:10,Monday,TRUE
16675,N490ER,1,C172,1500,DAB,Green,NO,Daytona Beach,Florida,23,14-10-13 23:37,Monday,TRUE
16676,DAL332,1,B738,2700,JFK,Green,NO,New York,New York,0,14-10-14 0:02,Tuesday,FALSE
16677,BKJK2,1,HH65,900,DCA,Green,NO,Washington,District of Columbia,0,14-10-14 0:33,Tuesday,FALSE
16678,N712KC,1,C750,9000,HOU,Green,NO,Houston,Texas,0,14-10-14 0:42,Tuesday,FALSE
16679,UAL1449,1,B738,15000,BJC,Green,NO,Denver,Colorado,1,14-10-14 1:25,Tuesday,FALSE
16680,ASQ4657,1,E145,6000,IAH,Green,NO,Houston,Texas,1,14-10-14 1:50,Tuesday,FALSE
16681,N6298A,1,C182,2000,CYY,Green,NO,Naples,Florida,2,14-10-14 2:22,Tuesday,FALSE
16682,AWE651,1,A321,8000,SLC,Green,NO,Salt Lake City,Utah,2,14-10-14 2:25,Tuesday,FALSE
16683,UAL815,1,A320,10000,DEN,Green,NO,Denver,Colorado,4,14-10-14 4:35,Tuesday,FALSE
16684,SNC1707,1,SH36,4000,SJU,Green,NO,San Juan,Puerto Rico,23,14-10-14 23:25,Tuesday,FALSE
16685,FDX910,1,MD11,1500,FLL,Green,NO,Fort Lauderdale,Florida,23,14-10-14 23:40,Tuesday,FALSE
16686,S790,1,B752,2500,W00,Green,NO,Mitchellville,Maryland,23,14-10-14 23:53,Tuesday,FALSE
16687,SIL96,1,SF34,6000,TPA,Green,NO,Tampa,Florida,0,14-10-15 0:50,Wednesday,FALSE
16688,TRS143,1,B712,4000,ORL,Green,NO,Orlando,Florida,1,14-10-15 1:06,Wednesday,FALSE
16689,LIMO250,1,C182,4500,HOU,Green,NO,Houston,Texas,1,14-10-15 1:15,Wednesday,FALSE
16690,N72PA,1,C172,2000,EFD,Green,NO,Houston,Texas,1,14-10-15 1:54,Wednesday,FALSE
16691,PHXA805,1,DA42,8000,CHS,Green,NO,Charleston,South Carolina,2,14-10-15 2:04,Wednesday,FALSE
16692,SWA3303,1,B738,500,MDW,Green,NO,Chicago,Illinois,2,14-10-15 2:15,Wednesday,FALSE
16693,SKW6352,1,CRJ7,6000,SFO,Green,NO,San Francisco,California,2,14-10-15 2:40,Wednesday,FALSE
16694,SWA441,1,B737,13000,DEN,Green,NO,Denver,Colorado,4,14-10-15 4:35,Wednesday,FALSE
16695,FDX1678,1,A306,FL310,ICT,Green,NO,Wichita,Kansas,4,14-10-15 4:56,Wednesday,FALSE
16696,HAL164,1,B712,5000,HNL,Blue,NO,Honolulu,Hawaii,5,14-10-15 5:26,Wednesday,FALSE
16697,CTL9,1,AC50,6000,DUA,Green,NO,Durant,Oklahoma,5,14-10-15 5:46,Wednesday,FALSE
16698,CTL14,1,AC50,4000,MGY,Green,NO,Dayton,Ohio,7,14-10-15 7:05,Wednesday,FALSE
16699,ASQ6064,1,E145,15000,DBQ,Green,NO,Dubuque,Iowa,0,14-10-16 0:38,Thursday,FALSE
16700,DAL1226,1,MD88,8000,DTW,Green,NO,Detroit,Michigan,1,14-10-16 1:26,Thursday,FALSE
16701,N6407D,1,C172,7800,FTG,Green,NO,Denver,Colorado,2,14-10-16 2:10,Thursday,FALSE
16702,SKW465C,1,CRJ7,8000,MIA,Green,NO,Miami,Florida,2,14-10-16 2:12,Thursday,FALSE
16703,FLG4084,1,CRJ2,11500,DET,Green,NO,Detroit,Michigan,2,14-10-16 2:21,Thursday,FALSE
16704,N235PA,1,P28A,2000,SCK,Green,NO,Stockton,California,2,14-10-16 2:33,Thursday,FALSE
16705,N251HT,1,HELO,,W55,Green,NO,Seattle,Washington,2,14-10-16 2:36,Thursday,FALSE
16706,DAL852,1,A320,11000,PVU,Purple,NO,Provo,Utah,2,14-10-16 2:48,Thursday,FALSE
16707,UAL1274,1,B738,3000,IAH,Green,NO,Houston,Texas,3,14-10-16 3:05,Thursday,FALSE
16708,UPS601,1,A306,7000,MDW,Green,NO,Chicago,Illinois,3,14-10-16 3:12,Thursday,FALSE
16709,AAL2380,1,MD82,9000,MDW,Green,NO,Chicago,Illinois,3,14-10-16 3:22,Thursday,FALSE
16710,AAL2457,1,B738,10000,DPA,Green,NO,Chicago/West Chicago,Illinois,3,14-10-16 3:47,Thursday,FALSE
16711,N375MA,1,CH2T,4500,SCK,Green,NO,Stockton,California,3,14-10-16 3:54,Thursday,FALSE
16712,TALON42,1,P8,4000,JAX,Green,NO,Jacksonville,Florida,3,14-10-16 3:55,Thursday,FALSE
16713,SWA1412,1,B735,4000,AUS,Green,NO,Austin,Texas,4,14-10-16 4:06,Thursday,FALSE
16714,QXE91,1,DH8D,1200,BTG,Green,NO,Battle Ground,Washington,5,14-10-16 5:11,Thursday,FALSE
16715,SWG514,1,B738,FL350,DBN,Green,NO,Dublin,Georgia,5,14-10-16 5:16,Thursday,FALSE
16716,SWA4816,1,B737,11000,OVE,Green,NO,Oroville,California,5,14-10-16 5:26,Thursday,FALSE
16717,UAL1104,1,B738,8600,DEN,Green,NO,Denver,Colorado,12,14-10-16 12:59,Thursday,FALSE
16718,N397A,1,AS350,5100,MFE,Green,NO,McAllen,Texas,14,14-10-16 14:50,Thursday,FALSE
16719,N8498C,1,AC50,1000,SJU,Green,NO,San Juan ,Puerto Rico,22,14-10-16 22:10,Thursday,FALSE
16720,ASQ4337,1,E145,2000,IAH,Green,NO,Houston,Texas,0,14-10-17 0:45,Friday,FALSE
16721,KEYSTN4,1,HELO,900,ACY,Green,NO,Atlantic City,New Jersey,1,14-10-17 1:19,Friday,FALSE
16722,N1BR,1,SR22,7500,SLC,Green,NO,Salt Lake City,Utah,1,14-10-17 1:55,Friday,FALSE
16723,ENY2794,1,E145,2000,CHS,Green,NO,Charleston,South Carolina,3,14-10-17 3:00,Friday,FALSE
16724,N267A,1,HELO,3000,MFE,Green,NO,McAllen,Texas,3,14-10-17 3:20,Friday,FALSE
16725,RPA5890,1,E170,4000,PIT,Green,NO,Pittsburgh,Pennsylvania,3,14-10-17 3:24,Friday,FALSE
16726,FFT242,1,A319,6000,IAH,Green,NO,Houston,Texas,3,14-10-17 3:50,Friday,FALSE
16727,MMY51,1,C172,3000,0O4,Green,NO,Corning,New York,4,14-10-17 4:03,Friday,FALSE
16728,ASA624,1,B738,15000,PDX,Green,NO,Portland,Oregon,4,14-10-17 4:04,Friday,FALSE
16729,ASA566,1,B738,16000,PDX,Green,NO,Portland,Oregon,4,14-10-17 4:04,Friday,FALSE
16730,N6804J,1,C680,10500,PYE,Green,NO,Point Reyes,California,4,14-10-17 4:25,Friday,FALSE
16731,N2967A,1,EXP,1200,MFE,Green,NO,McAllen,Texas,4,14-10-17 4:40,Friday,FALSE
16732,ASA621,1,B737,11000,PDX,Green,NO,Portland,Oregon,4,14-10-17 4:40,Friday,FALSE
16733,N1416E,1,C172,5000,PDX,Green,NO,Portland,Oregon,4,14-10-17 4:40,Friday,FALSE
16734,FDX1146,1,B752,4000,AFW,Green,NO,Fort Worth,Texas,4,14-10-17 4:45,Friday,FALSE
16735,QXE91,1,DH8D,8000,PDX,Green,NO,Portland,Oregon,5,14-10-17 5:02,Friday,FALSE
16736,SKW6430,1,CRJ7,2800,SAT,Green,NO,San Antonio,Texas,5,14-10-17 5:13,Friday,FALSE
16737,DAL790,1,MD90,2500,BNA,Green,NO,Nashville, Tennessee,23,14-10-17 23:39,Friday,FALSE
16738,UAL1560,1,B738,10000,ORL,Green,NO,Orlando,Florida,0,14-10-18 0:02,Saturday,FALSE
16739,N703LU,1,C172,2000,LYH,Green,NO,Lynchburg,Virginia,0,14-10-18 0:28,Saturday,FALSE
16740,N6504S,1,C182,3500,GRK,Green,NO,Fort Hood,Texas,0,14-10-18 0:30,Saturday,FALSE
16741,N4363F,1,PA28,5000,ATL,Green,NO,Atlanta,Georgia,1,14-10-18 1:27,Saturday,FALSE
16742,TCF5989,1,E170,3000,MSN,Green,NO,Madison,Wisconsin,1,14-10-18 1:38,Saturday,FALSE
