"","Salary","Born","City","Pr.St","Cntry","Nat","Ht","Wt","DftYr","DftRd","Ovrl","Hand","Last.Name","First.Name","Position","GP","G","A","A1","A2","PTS","X...","E...","PIM","Shifts","TOI","TOIX","TOI.GP","TOI.GP.1","TOI.","IPP.","SH.","SV.","PDO","F.60","A.60","Pct.","Diff","Diff.60","iCF","iCF.1","iFF","iSF","iSF.1","iSF.2","ixG","iSCF","iRB","iRS","iDS","sDist","sDist.1","Pass","iHF","iHF.1","iHA","iHDf","iMiss","iGVA","iTKA","iBLK","iGVA.1","iTKA.1","iBLK.1","BLK.","iFOW","iFOL","iFOW.1","iFOL.1","FO.","X.FOT","dzFOW","dzFOL","nzFOW","nzFOL","ozFOW","ozFOL","FOW.Up","FOL.Up","FOW.Down","FOL.Down","FOW.Close","FOL.Close","OTG","X1G","GWG","ENG","PSG","PSA","G.Bkhd","G.Dflct","G.Slap","G.Snap","G.Tip","G.Wrap","G.Wrst","CBar","Post","Over","Wide","S.Bkhd","S.Dflct","S.Slap","S.Snap","S.Tip","S.Wrap","S.Wrst","iPenT","iPenD","iPENT","iPEND","iPenDf","NPD","Min","Maj","Match","Misc","Game","CF","CA","FF","FA","SF","SA","xGF","xGA","SCF","SCA","GF","GA","RBF","RBA","RSF","RSA","DSF","DSA","FOW","FOL","HF","HA","GVA","TKA","PENT","PEND","OPS","DPS","PS","OTOI","Grit","DAP","Pace","GS","GS.G","TrainTest","undrafted","ANA","FLA","N.J","VAN","ARI","CGY","MIN","NYR","TOR","BOS","WPG","BUF","CAR","OTT","PIT","STL","CBJ","DAL","CHI","COL","MTL","NSH","S.J","DET","EDM","L.A","T.B","NYI","PHI","WSH","C","D","LW","RW","birth_year","birth_month","birth_day","born_AUT","born_CAN","born_CHE","born_CZE","born_DEU","born_DNK","born_EST","born_FIN","born_FRA","born_GBR","born_HRV","born_ITA","born_LVA","born_NOR","born_RUS","born_SVK","born_SWE","born_USA","born_SVN","nation_AUT","nation_CAN","nation_CHE","nation_CZE","nation_DEU","nation_DNK","nation_FIN","nation_FRA","nation_GBR","nation_HRV","nation_LVA","nation_NOR","nation_RUS","nation_SVK","nation_SWE","nation_USA","nation_SVN"
"717",625000,"94-10-02","Calgary","AB","CAN","CAN",70,185,2010,2,47,"L","Dowling","Justin","C",9,0,2,1,1,2,0,-0.6,2,144,5654,94.3,10.47,10.47,21.5,66.7,6.8,0.952,1021,1.91,1.27,60,1,0.64,21,21,14,11,11,11,1.3,6,0,4,4,26.5,25,0,1,1,8,-7,3,1,3,0,1,3,0,0,38,31,38,31,55.1,83.1,15,15,20,13,3,3,17,13,10,9,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,1,0,6,1,0,2,0,-1,-2,1,0,0,0,0,84,70,60,57,44,42,3.9,3.9,14,12,3,2,0,3,8,3,8,6,45,38,19,37,10,9,4,8,0,0.1,0,343.73,3,4,98,2.3,0.26,"test",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718",645000,"99-11-09","Kadan","INT","CZE","CZE",72,180,2014,7,205,"R","Kase","Ondrej","RW",53,5,10,7,3,15,-1,7.7,18,935,37473,624.1,11.78,11.78,23.1,71.4,6.3,0.919,983,2.02,2.12,48.8,-1,-0.1,145,145,107,77,77,77,8.4,26,8,12,20,26.1,24.1,190,42,42,60,-18,30,33,23,14,33,23,14,2.7,1,6,1,6,14.3,1.2,0,0,0,1,1,5,0,2,0,2,1,3,1,0,2,0,0,0,3,0,0,0,1,0,1,0,3,3,24,11,0,7,12,6,2,39,9,10,9,10,1,-0.9,9,0,0,0,0,598,525,459,392,331,272,29.5,23,95,77,21,22,21,17,41,29,62,46,327,235,321,259,128,59,39,32,0.5,0.7,1.2,2076.9,74,7.2,108,19.3,0.36,"test",FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,11,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"719",832500,"98-09-12","Helsinki","INT","FIN","FIN",71,178,2012,1,18,"L","Teravainen","Teuvo","LW/C/RW",81,15,27,12,15,42,-6,5.8,16,1710,78927,1292.7,16.23,16.14,28.7,68.9,8.4,0.907,992,2.83,2.18,56.5,14,0.65,291,298,230,164,169,169,16.4,59,14,12,26,33,31.3,248,27,26,77,-51,68,67,51,33,65,51,32,3.5,193,220,193,220,46.7,35.7,42,48,73,82,78,90,59,72,69,72,131,139,1,1,2,1,0,0,0,2,2,4,2,0,5,1,2,4,61,7,3,29,43,10,1,76,8,11,7,10,3,5.2,8,0,0,0,0,1414,911,1051,710,725,508,74.4,44.5,256,149,61,47,66,37,67,51,133,88,628,528,339,469,224,195,50,66,2.6,1.5,4.1,3209.85,76,9.8,107.9,51.3,0.64,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1998,9,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"720",925000,"00-07-24","Kuopio","INT","FIN","FIN",73,185,2014,1,22,"R","Kapanen","Kasperi","RW",8,1,0,0,0,1,-2,-0.1,0,137,5134,85.6,10.7,10.7,19.3,100,3.1,0.895,926,0.7,2.8,20,-3,-2.1,18,18,14,11,11,11,1,3,0,1,1,28.2,28.9,0,6,6,5,1,3,4,2,2,4,2,2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,5,1,0,3,0,2,0,2,2,2,0,0,0,0,0,64,77,47,58,32,38,2.6,4.1,8,11,1,4,0,2,2,2,2,4,38,26,48,44,20,6,2,10,0,0,0,358.38,8,0,98.8,1.9,0.24,"test",FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,7,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"721",4250000,"94-10-07","Landskrona","INT","SWE","SWE",73,204,2009,1,24,"L","Johansson","Marcus","LW/C/RW",82,24,34,18,16,58,25,10,10,1613,83610,1388.8,17,16.98,30.4,60.4,12.1,0.928,1049,4.15,1.64,71.6,58,2.51,220,220,165,129,129,129,14.1,55,6,8,14,26.3,24.6,283,32,32,109,-77,36,48,40,22,48,40,22,2.2,13,15,13,15,46.4,2.2,0,2,4,2,9,11,6,4,3,5,9,10,2,3,5,3,0,0,1,2,2,5,4,0,10,0,1,6,29,15,2,14,26,9,1,62,5,17,5,16,12,14.9,5,0,0,0,0,1478,992,1112,741,795,528,77.4,47.4,263,161,96,38,49,40,66,79,115,119,625,652,330,479,262,168,64,80,5.1,2.4,7.5,3177.54,64,14.4,106.7,61.6,0.75,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1994,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"722",6500000,"98-10-13","Brampton","ON","CAN","CAN",75,195,2013,1,6,"L","Monahan","Sean","C",82,27,31,15,16,58,-1,0.8,20,1835,86478,1439.1,17.58,17.57,30,71.6,9.9,0.915,1014,3.38,2.33,59.1,25,1.04,348,348,266,199,199,199,27.5,115,28,12,40,24.7,23.7,266.6,34,34,35,-1,67,44,50,25,44,50,25,2.1,743,701,743,701,51.5,95.8,156,171,221,196,366,334,255,226,241,248,446,424,2,4,4,1,0,0,2,0,3,2,0,0,20,2,1,10,54,14,1,9,20,23,0,132,10,9,10,8,-1,1.9,10,0,0,0,0,1533,1183,1112,916,819,659,78.2,58.4,268,193,81,56,61,48,59,64,120,112,768,740,324,304,266,179,78,93,5.2,1.7,6.9,3365.95,79,8.4,113.2,56.9,0.69,"test",FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1998,10,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723",4900000,"89-06-22","Ottawa","ON","CAN","CAN",75,220,2003,6,168,"L","Methot","Marc","D",68,0,12,5,7,12,13,2.6,24,1878,80877,1347.2,19.82,19.82,35.7,22.6,8.3,0.925,1008,2.36,2.41,49.5,-1,-0.04,113,113,80,69,69,69,3,6,5,5,10,45.4,42.5,109.9,164,164,67,97,11,38,11,77,38,11,77,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,22,13,0,2,28,12,10,12,8,-2,2.8,12,0,0,0,0,1116,1422,838,1018,635,716,51.9,62.4,169,191,53,54,57,52,67,72,124,124,673,658,563,467,232,163,67,74,-0.4,4.2,3.9,2431.07,265,14.6,113,11,0.16,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1989,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724",925000,"99-11-07","West Vancouver","BC","CAN","CAN",73,193,2014,1,2,"R","Reinhart","Sam","C",79,17,30,23,7,47,-11,5.4,8,1592,81609,1352.5,17.22,17.18,30.3,57.3,9.8,0.917,1015,3.64,2.26,61.7,31,1.38,280,280,233,178,178,178,24.2,100,21,11,32,22,21,420.8,21,21,85,-64,55,27,25,40,27,25,40,3.5,86,124,86,124,41,15.4,18,36,44,39,24,49,38,54,23,31,52,82,0,3,3,2,0,0,1,1,0,2,3,0,10,0,5,9,41,16,5,1,20,19,0,117,4,13,4,12,9,10.8,4,0,0,0,0,1482,1130,1146,844,840,618,81,46.2,283,142,82,51,72,37,57,48,129,85,661,699,454,389,180,118,58,89,3.3,1.3,4.6,3117.42,69,11.5,115.9,46.4,0.59,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1999,11,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"725",1100000,"95-03-03","Stockholm","INT","SWE","SWE",72,190,2009,1,20,"L","Josefson","Jacob","C/LW",38,1,9,3,6,10,-1,-4.1,16,642,27924,460.8,12.13,12.17,22.8,55.6,8.6,0.919,1005,2.34,2.34,50,0,0,81,84,69,42,44,44,5.2,16,3,4,7,26.2,23.2,65.8,31,31,45,-14,28,9,7,12,9,7,12,3,162,151,162,151,51.8,76.5,64,56,56,57,42,38,68,59,42,27,90,95,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,25,8,0,1,10,5,1,19,8,4,8,4,-4,-2.6,8,0,0,0,0,391,402,311,309,209,223,20.5,20.6,65,67,18,18,13,15,8,20,21,35,205,204,156,182,55,37,32,32,-0.1,0.6,0.6,1560.56,59,4.8,103.3,8,0.21,"test",FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1995,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"726",3500000,"94-07-04","Edina","MN","USA","USA",75,228,2009,6,152,"L","Lee","Anders","LW/C",81,34,18,11,7,52,9,5.5,56,1649,75759,1260.3,15.58,15.58,28.2,67.5,9.8,0.916,1013,3.67,2.29,61.6,29,1.38,288,288,251,191,191,191,23.4,98,16,16,32,23.8,21.8,204.3,172,172,90,82,60,26,22,34,26,22,34,3.2,7,11,7,11,38.9,1.4,0,1,2,5,5,5,1,4,3,4,5,5,0,4,6,1,0,0,5,3,5,1,4,1,15,0,1,7,52,36,6,15,20,27,2,85,25,15,24,13,-10,-5.6,23,2,0,0,0,1436,1052,1088,773,787,569,73.6,49.5,257,184,77,48,48,24,69,53,117,77,635,632,510,420,226,145,78,77,6.2,1.6,7.7,3204.26,264,8.4,118.5,58.5,0.72,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1994,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"727",5e+06,"95-07-27","Victoria","BC","CAN","CAN",70,190,2009,3,64,"R","Barrie","Tyson","D",74,7,31,20,11,38,-34,-9.3,18,2050,103486,1719.9,23.3,23.28,39.8,60.3,7,0.902,972,2.2,2.93,42.9,-21,-0.73,407,404,277,180,182,182,9.7,15,8,9,17,47.7,48.1,490.6,32,32,91,-59,97,51,22,75,51,22,75,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,0,0,3,0,4,7,86,6,0,68,13,0,0,95,9,9,9,6,0,6.8,9,0,0,0,0,1682,1416,1258,1128,894,855,77.5,63.8,255,214,63,84,54,47,52,54,106,101,978,775,518,475,208,201,95,111,2.8,1.6,4.4,2604.83,125,6,108.1,35.3,0.48,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,7,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728",5e+06,"94-10-07","London","ON","CAN","CAN",72,195,2009,1,7,"L","Kadri","Nazem","C",82,32,29,15,14,61,-7,3.8,95,1882,81570,1355.9,16.43,16.52,29.2,72.6,10.4,0.91,1014,3.72,2.61,58.7,25,1.11,431,431,337,237,236,236,27.9,105,15,22,37,28.3,25.4,289.5,124,124,186,-62,100,59,58,31,59,58,31,2.6,544,590,542,586,48,78.8,166,206,234,236,143,145,200,211,158,165,323,350,2,5,6,2,0,0,4,0,0,4,5,0,19,1,2,7,90,18,2,3,64,30,4,115,39,31,32,25,-8,-3.8,35,3,0,0,1,1579,1208,1186,923,809,656,87.4,54.4,312,170,84,59,47,27,83,66,130,93,698,734,564,620,231,210,94,88,6.6,1,7.6,3290.62,253,5.2,123.3,63.5,0.77,"test",FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994,10,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"729",925000,"99-02-15","Chicago","IL","USA","USA",75,223,2013,3,74,"R","Hayden","John","LW/RW/C",12,1,3,3,0,4,3,2.6,4,208,8413,140.2,11.68,11.68,22.2,66.7,9.5,0.952,1047,2.57,1.28,66.7,3,1.28,33,33,27,22,22,22,2,12,1,0,1,27,28.1,57.5,44,44,27,17,5,2,5,2,2,5,2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,1,1,2,4,0,9,2,4,2,0,2,-2,2,0,0,0,0,119,107,79,76,63,62,5.8,3.6,23,12,6,3,7,3,1,10,8,13,71,66,80,100,22,15,10,6,0.2,0.3,0.4,492.49,50,24.5,96.7,5.4,0.45,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1999,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"730",5375000,"89-07-31","Grand Rapids","MN","USA","USA",71,185,2004,2,61,"L","Goligoski","Alex","D",82,6,30,14,16,36,-9,-20.4,28,2356,114780,1906.3,23.33,23.3,38.8,43.9,9.4,0.9,994,2.58,3.37,43.4,-25,-0.79,235,235,156,112,112,112,5.2,11,8,7,15,52.8,47,260.1,137,137,107,30,44,57,15,143,57,15,143,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,1,3,1,39,0,0,24,6,2,0,80,14,11,14,9,-3,6.6,14,0,0,0,0,1640,2010,1234,1528,876,1072,77.2,106.8,270,361,82,107,85,90,67,70,152,160,900,977,745,547,226,145,105,96,2.3,3.6,5.9,3009.29,308,10.9,114.9,23.8,0.29,"test",FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1989,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"731",630000,"98-07-30","Halifax","NS","CAN","CAN",73,215,2010,2,47,"L","O'Brien","Liam","C/LW",1,0,0,0,0,0,0,0.5,0,8,368,6.1,6.13,6.13,13.6,0,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,5,5,3,0.5,0.1,2,0,0,0,0,0,1,0,1,0,0,1,8,6,1,0,0,0,0,0,0,38.8,1,0,156.6,0.1,0.1,"test",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1998,7,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"732",650000,"96-03-05","Duluth","MN","USA","USA",76,216,2010,1,15,"L","Forbort","Derek","D",82,2,16,6,10,18,8,4.1,54,2221,98971,1647.6,20.12,20.11,35.4,34.6,7.3,0.925,998,1.89,2.15,46.8,-7,-0.25,212,212,142,100,100,100,3.4,2,10,11,21,55.9,50,163,180,180,150,30,42,73,9,159,73,9,159,10.4,1,0,1,0,100,0.1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3,3,36,0,0,32,13,0,0,55,19,12,18,14,-7,1.3,16,2,0,0,1,1355,1522,1001,1141,713,790,62.9,75.8,207,263,52,59,68,66,70,90,138,156,819,856,787,684,260,104,92,89,0.1,5.5,5.6,3007.47,395,11.8,104.8,31.1,0.38,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1996,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"733",575000,"95-03-13","Winkler","MB","CAN","CAN",72,205,2009,4,119,"R","Froese","Byron","C",6,0,0,0,0,0,-3,-0.5,5,95,3798,63.3,10.55,10.55,19.3,0,0,0.885,885,0,2.84,0,-3,-2.84,9,9,7,6,6,6,0.4,1,0,0,0,36.5,38.8,0,3,3,5,-2,1,2,3,4,2,3,4,6.3,26,30,26,30,46.4,100,10,12,8,7,8,11,13,18,1,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,3,1,0,1,0,-1,-0.9,0,1,0,0,0,54,64,43,39,27,26,2.1,3.1,6,10,0,3,1,3,0,1,1,4,26,30,40,34,10,4,7,8,-0.2,-0.1,-0.2,265.35,13,0,111.8,-0.6,-0.11,"test",FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1995,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"734",832500,"98-08-14","Surrey","BC","CAN","CAN",76,219,2012,3,63,"L","Khaira","Jujhar","LW",10,1,0,0,0,1,1,0.9,2,137,5554,92.3,9.25,9.25,17.9,50,4.8,0.966,1013,1.3,0.65,66.7,1,0.65,18,18,15,10,10,10,1.3,5,0,2,2,25.2,24.2,0,20,20,7,13,5,2,1,5,2,1,5,7.1,7,12,7,12,36.8,23.2,4,1,3,3,0,8,2,5,4,4,4,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,1,1,3,0,4,1,0,1,0,-1,-1,1,0,0,0,0,75,70,57,40,42,29,3.7,2.7,14,9,2,1,1,0,6,5,7,5,46,36,70,46,11,7,8,3,0,0.1,0.1,424.64,27,21,94.2,2,0.2,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1998,8,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735",9e+06,"92-01-13","Hearst","ON","CAN","CAN",71,185,2006,1,22,"R","Giroux","Claude","C/RW",82,14,44,23,21,58,-15,3,38,2048,94082,1565,19.12,19.11,32.3,59.8,9.6,0.898,994,3.72,2.45,60.2,33,1.27,366,366,280,199,199,199,15.4,49,8,18,26,40.4,36.4,338.6,68,68,56,12,81,35,38,28,35,38,28,2.3,977,771,977,771,55.9,97.3,250,170,268,265,459,336,249,188,307,224,639,531,2,1,3,0,0,0,0,0,4,5,0,1,4,0,2,10,69,12,0,38,51,7,3,88,18,24,19,23,6,8.6,18,0,0,0,0,1983,1206,1462,875,1008,628,102.7,55.2,349,184,97,64,92,54,78,78,170,132,1002,795,558,535,232,125,98,126,3.6,1.4,4.9,3274.26,134,5.9,122.3,59.6,0.73,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1992,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"736",692500,"96-02-15","Sudbury","ON","CAN","CAN",70,180,2010,2,47,"R","Johnston","Ryan","D",7,0,0,0,0,0,-3,-1.9,4,102,4145,69.1,9.87,9.87,19.4,0,0,0.925,925,0,2.6,0,-3,-2.6,8,8,4,3,3,3,0.2,1,0,1,1,53.3,43.8,0,1,1,10,-9,1,3,1,2,3,1,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,2,0,-2,-1.7,2,0,0,0,0,62,69,46,52,35,40,2.8,3.5,10,14,0,3,3,1,3,4,6,5,29,22,21,25,11,6,6,2,-0.1,-0.1,-0.2,286.56,7,1,113.7,-0.8,-0.11,"test",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,2,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737",575000,"98-06-24","Alma","QC","CAN","CAN",70,195,2012,5,122,"L","Hudon","Charles","LW",3,0,2,1,1,2,1,-0.2,2,48,2147,35,11.93,11.84,21.2,100,11.1,0.947,1058,3.43,1.72,66.7,1,1.72,3,3,3,3,3,3,0.2,1,0,0,0,31.3,31.2,13.5,11,11,3,8,0,2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,-1,-1,1,0,0,0,0,30,35,26,24,18,19,1.7,1.8,9,7,2,1,2,4,3,4,5,8,16,7,27,15,10,8,2,4,0.1,0.1,0.2,130.21,13,14,111.5,1.1,0.36,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1998,6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"738",1900000,"89-01-23","Oakville","ON","CAN","CAN",73,204,2003,5,158,"L","Mitchell","John","C",65,3,4,1,3,7,-12,-11.9,45,1121,48960,814.9,12.55,12.55,23.4,50,4.5,0.925,970,1.03,2.21,31.8,-16,-1.18,127,127,85,57,57,57,5.2,19,3,2,5,32.1,29.2,57.1,88,88,38,50,28,17,29,45,17,29,45,6.2,298,240,298,240,55.4,74.7,98,95,95,69,105,76,82,62,116,105,174,132,0,1,1,0,0,0,0,0,0,0,0,0,3,0,4,2,22,5,0,4,11,2,0,35,17,4,15,4,-13,-6.8,15,1,0,1,0,670,725,459,547,313,399,22.4,32.9,61,109,14,30,11,19,29,29,40,48,392,328,382,224,102,97,61,40,-1.2,0.6,-0.6,2663.43,179,7.8,102.7,7.1,0.11,"test",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1989,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739",3800000,"97-05-06","Sundbyberg","INT","SWE","SWE",74,201,2011,1,30,"R","Rakell","Rickard","C/RW",71,33,18,13,5,51,10,4.1,12,1574,74065,1231.2,17.38,17.37,31.2,73.9,11.3,0.915,1028,3.36,2.05,62.2,27,1.32,329,329,260,177,177,177,22.1,86,15,22,37,26.2,24.9,200.7,81,81,103,-22,83,37,23,32,37,23,32,3.3,62,85,62,85,42.2,14.4,16,17,23,29,23,39,21,24,25,32,38,52,1,7,10,0,0,0,3,0,5,2,6,0,17,1,4,13,65,11,3,24,22,16,4,97,6,6,5,5,0,2,6,0,0,0,0,1270,974,934,708,612,494,68.3,40.4,232,127,69,42,53,26,58,48,111,74,533,489,439,448,197,102,75,63,6,1.9,7.8,2717.89,125,17.3,109.4,54.9,0.77,"test",FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1997,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
